StateAbbr,PlaceName,PlaceFIPS,Population2010,CASTHMA_CrudePrev,CASTHMA_Crude95CI,CASTHMA_AdjPrev,CASTHMA_Adj95CI,SLEEP_CrudePrev,SLEEP_Crude95CI,SLEEP_AdjPrev,SLEEP_Adj95CI,Geolocation,UseForStateMap_GEO_ID,UseForStateMap_StateNumber,UseForStateMap_StateName,UseForStateMap_CityName
AL,Birmingham,"107000","212,237","12.2","(12.1, 12.3)","12.1","(12.0, 12.2)","41.5","(41.3, 41.6)","41.8","(41.7, 42.0)","(33.52756637730, -86.7988174678)",0400000US01,"1",Alabama,Tuscaloosa
AL,Hoover,"135896","81,619","9.2","( 9.1,  9.3)","9.2","( 9.1,  9.3)","32.9","(32.6, 33.3)","32.8","(32.5, 33.2)","(33.37676027290, -86.8051937568)",0400000US01,"1",Alabama,Tuscaloosa
AL,Huntsville,"137000","180,105","10.9","(10.8, 11.0)","10.8","(10.7, 10.9)","37.8","(37.6, 38.1)","38.3","(38.1, 38.6)","(34.69896926710, -86.6387042882)",0400000US01,"1",Alabama,Tuscaloosa
AL,Mobile,"150000","195,111","11.5","(11.4, 11.6)","11.5","(11.4, 11.6)","39.1","(39.0, 39.3)","39.7","(39.5, 39.9)","(30.67762486480, -88.1184482714)",0400000US01,"1",Alabama,Tuscaloosa
AL,Montgomery,"151000","205,764","11.5","(11.4, 11.6)","11.4","(11.3, 11.5)","38","(37.7, 38.2)","38.1","(37.9, 38.4)","(32.34726453330, -86.2677059552)",0400000US01,"1",Alabama,Tuscaloosa
AL,Tuscaloosa,"177256","90,468","11.4","(11.2, 11.6)","11.2","(11.0, 11.3)","39","(38.5, 39.5)","41","(40.7, 41.4)","(33.23360839510, -87.5268004073)",0400000US01,"1",Alabama,Tuscaloosa
AK,Anchorage,"203000","291,826","9","( 9.0,  9.1)","8.9","( 8.8,  8.9)","31.3","(31.1, 31.5)","30.7","(30.5, 30.9)","(61.14986873100, -149.111113424)",0400000US02,"2",Alaska,Anchorage
AZ,Avondale,"404720","76,238","10.5","(10.4, 10.6)","10.3","(10.2, 10.5)","38.1","(37.8, 38.4)","37.3","(37.0, 37.5)","(33.38583674050, -112.323626619)",0400000US04,"4",Arizona,Yuma
AZ,Chandler,"412000","236,123","9.9","( 9.8, 10.0)","9.8","( 9.7,  9.9)","35.2","(35.0, 35.4)","34.4","(34.2, 34.6)","(33.28318981000, -111.852210033)",0400000US04,"4",Arizona,Yuma
AZ,Gilbert,"427400","208,453","9.9","( 9.8, 10.0)","9.7","( 9.7,  9.8)","34.8","(34.5, 35.0)","33.6","(33.4, 33.8)","(33.31014939200, -111.746237467)",0400000US04,"4",Arizona,Yuma
AZ,Glendale,"427820","226,721","10.8","(10.7, 10.9)","10.7","(10.6, 10.7)","37.3","(37.2, 37.5)","37.1","(36.9, 37.3)","(33.57961230890, -112.225306421)",0400000US04,"4",Arizona,Yuma
AZ,Mesa,"446000","439,041","10.6","(10.5, 10.6)","10.6","(10.5, 10.6)","35.5","(35.4, 35.6)","36","(35.9, 36.1)","(33.40228373590, -111.718721181)",0400000US04,"4",Arizona,Yuma
AZ,Peoria,"454050","154,065","10.2","(10.1, 10.3)","10.2","(10.1, 10.3)","34.5","(34.2, 34.7)","34.8","(34.6, 35.0)","(33.78472064220, -112.298680584)",0400000US04,"4",Arizona,Yuma
AZ,Phoenix,"455000","1,445,632","10.6","(10.6, 10.6)","10.5","(10.5, 10.5)","37.3","(37.2, 37.4)","36.8","(36.7, 36.8)","(33.57241386950, -112.088995222)",0400000US04,"4",Arizona,Yuma
AZ,Scottsdale,"465000","217,385","9.6","( 9.5,  9.6)","9.7","( 9.6,  9.7)","31.4","(31.2, 31.6)","32.3","(32.1, 32.6)","(33.68724936510, -111.865085877)",0400000US04,"4",Arizona,Yuma
AZ,Surprise,"471510","117,517","10.2","(10.1, 10.3)","10.3","(10.2, 10.5)","34.2","(33.9, 34.5)","35.3","(35.0, 35.6)","(33.68038351770, -112.452218439)",0400000US04,"4",Arizona,Yuma
AZ,Tempe,"473000","161,719","10.4","(10.3, 10.6)","10.1","(10.0, 10.2)","35","(34.7, 35.3)","35.3","(35.0, 35.6)","(33.38826403070, -111.931802302)",0400000US04,"4",Arizona,Yuma
AZ,Tucson,"477000","520,116","10.3","(10.2, 10.3)","10.1","(10.1, 10.2)","34.2","(34.1, 34.4)","34.6","(34.5, 34.8)","(32.15672444830, -110.877085494)",0400000US04,"4",Arizona,Yuma
AZ,Yuma,"485540","93,064","9.8","( 9.7, 10.0)","9.8","( 9.7,  9.9)","31.3","(31.0, 31.5)","31.8","(31.5, 32.0)","(32.59860271170, -114.548368370)",0400000US04,"4",Arizona,Yuma
AR,Fayetteville,"523290","73,580","9.3","( 9.1,  9.5)","8.9","( 8.8,  9.1)","34.2","(33.6, 34.8)","34.5","(34.0, 34.9)","(36.07121173120, -94.1659600436)",0400000US05,"5",Arkansas,Springdale
AR,Fort Smith,"524550","86,209","10","( 9.9, 10.1)","9.9","( 9.8, 10.1)","35.1","(34.8, 35.4)","35.4","(35.1, 35.7)","(35.34916926360, -94.3696317306)",0400000US05,"5",Arkansas,Springdale
AR,Jonesboro,"535710","67,263","9.9","( 9.7, 10.1)","9.8","( 9.6, 10.0)","32.4","(32.0, 32.9)","32.7","(32.3, 33.2)","(35.82081215380, -90.6794991686)",0400000US05,"5",Arkansas,Springdale
AR,Little Rock,"541000","193,524","9.8","( 9.7,  9.8)","9.7","( 9.6,  9.8)","36.5","(36.3, 36.7)","36.4","(36.2, 36.6)","(34.72539578940, -92.3583751863)",0400000US05,"5",Arkansas,Springdale
AR,Springdale,"566080","69,797","9.4","( 9.2,  9.5)","9.3","( 9.2,  9.5)","36.7","(36.3, 37.1)","36.3","(35.9, 36.7)","(36.18699325980, -94.1536274531)",0400000US05,"5",Arkansas,Springdale
CA,Alameda,"600562","73,812","8.4","( 8.3,  8.5)","8.4","( 8.3,  8.5)","33.7","(33.3, 34.0)","33.7","(33.3, 34.0)","(37.76508490310, -122.266489842)",0400000US06,"6",California,Whittier
CA,Alhambra,"600884","83,089","7.1","( 7.0,  7.2)","7.2","( 7.1,  7.2)","37.9","(37.6, 38.2)","38","(37.7, 38.3)","(34.08397343830, -118.135514119)",0400000US06,"6",California,Whittier
CA,Anaheim,"602000","336,265","8.4","( 8.3,  8.5)","8.3","( 8.2,  8.4)","34","(33.8, 34.1)","33.7","(33.5, 33.8)","(33.83890769960, -117.857613481)",0400000US06,"6",California,Whittier
CA,Antioch,"602252","102,372","9.9","( 9.8, 10.0)","9.7","( 9.6,  9.8)","35.9","(35.6, 36.1)","35.4","(35.2, 35.7)","(37.97770429220, -121.796606971)",0400000US06,"6",California,Whittier
CA,Apple Valley,"602364","69,135","9.6","( 9.4,  9.7)","9.6","( 9.4,  9.7)","37.7","(37.3, 38.0)","38.5","(38.2, 38.9)","(34.53159849480, -117.211012664)",0400000US06,"6",California,Whittier
CA,Bakersfield,"603526","347,483","9.7","( 9.6,  9.8)","9.6","( 9.5,  9.7)","37.2","(37.1, 37.4)","36.9","(36.7, 37.1)","(35.35133028550, -119.029786003)",0400000US06,"6",California,Whittier
CA,Baldwin Park,"603666","75,390","8.3","( 8.1,  8.5)","8.2","( 8.1,  8.4)","37.7","(37.4, 38.1)","37.4","(37.1, 37.8)","(34.08287151900, -117.972100918)",0400000US06,"6",California,Whittier
CA,Bellflower,"604982","76,616","9.2","( 9.1,  9.3)","9.1","( 9.0,  9.2)","38.2","(38.0, 38.4)","37.8","(37.6, 38.0)","(33.88804179230, -118.127100236)",0400000US06,"6",California,Whittier
CA,Berkeley,"606000","112,580","8.9","( 8.8,  9.0)","8.7","( 8.6,  8.8)","32.2","(31.9, 32.5)","32.5","(32.3, 32.7)","(37.87256787650, -122.274907975)",0400000US06,"6",California,Whittier
CA,Buena Park,"608786","80,530","8","( 7.9,  8.1)","7.9","( 7.8,  8.1)","34.2","(34.0, 34.5)","34.1","(33.8, 34.4)","(33.85721268440, -118.004517591)",0400000US06,"6",California,Whittier
CA,Burbank,"608954","103,340","8.7","( 8.6,  8.8)","8.7","( 8.6,  8.8)","34.1","(33.8, 34.4)","34","(33.7, 34.3)","(34.18797996050, -118.323429032)",0400000US06,"6",California,Whittier
CA,Carlsbad,"611194","105,328","8.2","( 8.1,  8.4)","8.3","( 8.2,  8.4)","30.1","(29.8, 30.5)","30.2","(29.8, 30.5)","(33.12480510260, -117.282903303)",0400000US06,"6",California,Whittier
CA,Carson,"611530","91,714","8.8","( 8.6,  8.9)","8.7","( 8.6,  8.8)","38.4","(38.1, 38.7)","38.8","(38.5, 39.1)","(33.83740830010, -118.255936422)",0400000US06,"6",California,Whittier
CA,Chico,"613014","86,187","10","( 9.8, 10.2)","9.7","( 9.6,  9.8)","32.7","(32.3, 33.2)","33.4","(33.0, 33.8)","(39.75685036680, -121.815983972)",0400000US06,"6",California,Whittier
CA,Chino,"613210","77,983","8.5","( 8.4,  8.6)","8.4","( 8.2,  8.5)","38.2","(37.9, 38.6)","37.4","(37.1, 37.8)","(33.98358812600, -117.665296584)",0400000US06,"6",California,Whittier
CA,Chino Hills,"613214","74,799","7.5","( 7.4,  7.6)","7.3","( 7.2,  7.5)","36.9","(36.5, 37.3)","36.1","(35.6, 36.4)","(33.95077454600, -117.725326968)",0400000US06,"6",California,Whittier
CA,Chula Vista,"613392","243,916","8.3","( 8.2,  8.4)","8.2","( 8.2,  8.3)","34.4","(34.2, 34.6)","34.1","(33.9, 34.3)","(32.62829642620, -117.010042407)",0400000US06,"6",California,Whittier
CA,Citrus Heights,"613588","83,301","10.7","(10.6, 10.8)","10.7","(10.5, 10.8)","35.3","(35.0, 35.6)","35.6","(35.3, 35.9)","(38.69477883420, -121.287991502)",0400000US06,"6",California,Whittier
CA,Clovis,"614218","95,631","9.7","( 9.6,  9.8)","9.6","( 9.5,  9.7)","33.5","(33.2, 33.8)","33.4","(33.2, 33.7)","(36.82894001790, -119.686652850)",0400000US06,"6",California,Whittier
CA,Compton,"615044","96,455","10.9","(10.7, 11.0)","10.8","(10.7, 11.0)","41.5","(41.3, 41.8)","41.4","(41.2, 41.6)","(33.89296569300, -118.227506568)",0400000US06,"6",California,Whittier
CA,Concord,"616000","122,067","9.1","( 9.0,  9.2)","9","( 8.9,  9.1)","33.3","(33.0, 33.6)","33.1","(32.9, 33.4)","(37.97218103070, -122.001588036)",0400000US06,"6",California,Whittier
CA,Corona,"616350","152,374","8.6","( 8.5,  8.7)","8.5","( 8.4,  8.6)","38.4","(38.1, 38.6)","37.6","(37.4, 37.8)","(33.86235717870, -117.564224471)",0400000US06,"6",California,Whittier
CA,Costa Mesa,"616532","109,960","8.6","( 8.5,  8.7)","8.5","( 8.4,  8.6)","32.2","(31.9, 32.5)","31.7","(31.4, 32.0)","(33.66676513530, -117.913504750)",0400000US06,"6",California,Whittier
CA,Daly City,"617918","101,123","7.1","( 7.0,  7.2)","7","( 7.0,  7.1)","34.7","(34.4, 35.1)","34.9","(34.6, 35.2)","(37.68615522760, -122.468298024)",0400000US06,"6",California,Whittier
CA,Downey,"619766","111,772","8.5","( 8.4,  8.6)","8.4","( 8.3,  8.6)","35.6","(35.3, 35.9)","35.5","(35.2, 35.7)","(33.93786725600, -118.131150116)",0400000US06,"6",California,Whittier
CA,El Cajon,"621712","99,478","9.9","( 9.8, 10.0)","9.8","( 9.7, 10.0)","35.3","(35.1, 35.6)","35.3","(35.1, 35.6)","(32.80165819210, -116.960483614)",0400000US06,"6",California,Whittier
CA,Elk Grove,"622020","153,015","9.6","( 9.5,  9.7)","9.5","( 9.4,  9.6)","37","(36.7, 37.2)","36.3","(36.1, 36.6)","(38.41599920060, -121.384137762)",0400000US06,"6",California,Whittier
CA,El Monte,"622230","113,475","8.5","( 8.4,  8.6)","8.4","( 8.3,  8.5)","39.5","(39.3, 39.8)","39.3","(39.1, 39.6)","(34.07391965300, -118.029071951)",0400000US06,"6",California,Whittier
CA,Escondido,"622804","143,911","9.1","( 9.0,  9.2)","9.1","( 9.0,  9.2)","34.5","(34.3, 34.8)","34.5","(34.3, 34.7)","(33.13469529550, -117.072122618)",0400000US06,"6",California,Whittier
CA,Fairfield,"623182","105,321","9.7","( 9.6,  9.8)","9.6","( 9.5,  9.7)","37.6","(37.3, 37.8)","37.4","(37.2, 37.6)","(38.25584463430, -122.039303253)",0400000US06,"6",California,Whittier
CA,Folsom,"624638","72,203","9.3","( 9.1,  9.4)","9.2","( 9.1,  9.4)","33.9","(33.5, 34.3)","33.1","(32.7, 33.5)","(38.67504943280, -121.147605753)",0400000US06,"6",California,Whittier
CA,Fontana,"624680","196,069","8.8","( 8.7,  8.9)","8.7","( 8.6,  8.8)","39.5","(39.2, 39.7)","38.7","(38.5, 38.9)","(34.09742278330, -117.459241285)",0400000US06,"6",California,Whittier
CA,Fremont,"626000","214,089","7.2","( 7.2,  7.3)","7.2","( 7.1,  7.3)","34.6","(34.4, 34.8)","34","(33.7, 34.2)","(37.52786854050, -121.984121512)",0400000US06,"6",California,Whittier
CA,Fresno,"627000","494,665","10.1","(10.1, 10.2)","10","(10.0, 10.1)","36.5","(36.4, 36.7)","36.5","(36.4, 36.6)","(36.78267867110, -119.794126569)",0400000US06,"6",California,Whittier
CA,Fullerton,"628000","135,161","8","( 7.9,  8.1)","7.9","( 7.9,  8.0)","32.5","(32.2, 32.8)","32.7","(32.4, 32.9)","(33.88403780130, -117.927850895)",0400000US06,"6",California,Whittier
CA,Garden Grove,"629000","170,883","7.9","( 7.8,  8.0)","7.8","( 7.8,  7.9)","35.7","(35.5, 35.9)","35.6","(35.4, 35.7)","(33.77869406350, -117.960111162)",0400000US06,"6",California,Whittier
CA,Glendale,"630000","191,719","9","( 8.9,  9.1)","9","( 8.9,  9.1)","34.6","(34.4, 34.8)","34.9","(34.7, 35.1)","(34.18188937300, -118.246766660)",0400000US06,"6",California,Whittier
CA,Hawthorne,"632548","84,293","9.9","( 9.7, 10.0)","9.7","( 9.6,  9.9)","39.9","(39.6, 40.2)","39.2","(38.9, 39.4)","(33.91466770100, -118.347667728)",0400000US06,"6",California,Whittier
CA,Hayward,"633000","144,186","8.8","( 8.8,  8.9)","8.8","( 8.7,  8.8)","36.7","(36.5, 36.9)","36.5","(36.3, 36.7)","(37.63295915510, -122.077051051)",0400000US06,"6",California,Whittier
CA,Hemet,"633182","78,657","9.6","( 9.5,  9.7)","9.8","( 9.6,  9.9)","37.7","(37.5, 38.0)","39.8","(39.6, 40.1)","(33.73522773110, -116.994605005)",0400000US06,"6",California,Whittier
CA,Hesperia,"633434","90,173","9.6","( 9.5,  9.8)","9.5","( 9.4,  9.7)","39.3","(39.0, 39.5)","39.1","(38.8, 39.3)","(34.39734767730, -117.314392219)",0400000US06,"6",California,Whittier
CA,Huntington Beach,"636000","189,992","8.4","( 8.3,  8.4)","8.3","( 8.3,  8.4)","30.7","(30.5, 30.9)","30.8","(30.6, 31.0)","(33.69527490770, -118.001810806)",0400000US06,"6",California,Whittier
CA,Indio,"636448","76,036","8.8","( 8.6,  9.0)","8.8","( 8.6,  8.9)","38.3","(37.9, 38.6)","38.5","(38.2, 38.9)","(33.72980678370, -116.237258141)",0400000US06,"6",California,Whittier
CA,Inglewood,"636546","109,673","10.7","(10.5, 10.8)","10.6","(10.4, 10.7)","41","(40.7, 41.3)","40.7","(40.4, 41.0)","(33.95657480180, -118.344444926)",0400000US06,"6",California,Whittier
CA,Irvine,"636770","212,375","7.4","( 7.4,  7.5)","7.3","( 7.3,  7.4)","31.5","(31.2, 31.8)","31.1","(30.9, 31.4)","(33.67801089040, -117.773633283)",0400000US06,"6",California,Whittier
CA,Lake Forest,"639496","77,264","8.2","( 8.0,  8.3)","8.1","( 8.0,  8.2)","31.1","(30.7, 31.4)","30.6","(30.2, 30.9)","(33.66341289480, -117.670683341)",0400000US06,"6",California,Whittier
CA,Lakewood,"639892","80,048","8.7","( 8.6,  8.8)","8.6","( 8.5,  8.7)","35.8","(35.5, 36.1)","35.7","(35.4, 35.9)","(33.84705319410, -118.122204765)",0400000US06,"6",California,Whittier
CA,Lancaster,"640130","156,633","10.1","(10.0, 10.2)","10","( 9.9, 10.0)","38.8","(38.6, 39.0)","38.4","(38.3, 38.6)","(34.69343470170, -118.175306356)",0400000US06,"6",California,Whittier
CA,Livermore,"641992","80,968","8.9","( 8.8,  9.0)","8.8","( 8.7,  9.0)","32.7","(32.4, 33.0)","32.2","(31.9, 32.5)","(37.68651013610, -121.764357841)",0400000US06,"6",California,Whittier
CA,Long Beach,"643000","462,257","9.3","( 9.2,  9.3)","9.2","( 9.1,  9.2)","37.4","(37.3, 37.6)","37.1","(37.0, 37.2)","(33.80601448250, -118.160894146)",0400000US06,"6",California,Whittier
CA,Los Angeles,"644000","3,792,621","9","( 9.0,  9.1)","9","( 9.0,  9.0)","36.8","(36.8, 36.9)","36.6","(36.6, 36.6)","(34.11822778980, -118.408500088)",0400000US06,"6",California,Whittier
CA,Lynwood,"644574","69,772","9.9","( 9.6, 10.1)","9.8","( 9.5, 10.0)","39.7","(39.3, 40.1)","39.1","(38.7, 39.5)","(33.92396168670, -118.201648375)",0400000US06,"6",California,Whittier
CA,Manteca,"645484","67,096","9.5","( 9.4,  9.6)","9.4","( 9.3,  9.5)","35.1","(34.8, 35.4)","34.9","(34.6, 35.2)","(37.79619251020, -121.231230612)",0400000US06,"6",California,Whittier
CA,Menifee,"646842","77,519","8.9","( 8.8,  9.0)","9","( 8.9,  9.1)","36.7","(36.4, 36.9)","37.9","(37.6, 38.1)","(33.69095330450, -117.184876990)",0400000US06,"6",California,Whittier
CA,Merced,"646898","78,958","9.7","( 9.6,  9.9)","9.7","( 9.5,  9.8)","37.6","(37.3, 38.0)","37.6","(37.3, 38.0)","(37.30558632170, -120.477710571)",0400000US06,"6",California,Whittier
CA,Milpitas,"647766","66,790","6.7","( 6.6,  6.9)","6.7","( 6.6,  6.8)","34.2","(33.7, 34.6)","33.5","(33.1, 34.0)","(37.43386976300, -121.892083025)",0400000US06,"6",California,Whittier
CA,Mission Viejo,"648256","93,305","8.2","( 8.1,  8.4)","8.2","( 8.1,  8.3)","29.6","(29.2, 29.9)","29.9","(29.6, 30.2)","(33.60959768910, -117.655029608)",0400000US06,"6",California,Whittier
CA,Modesto,"648354","201,165","9.7","( 9.6,  9.8)","9.6","( 9.5,  9.7)","36.1","(35.9, 36.4)","36.3","(36.1, 36.5)","(37.66154782210, -120.988548061)",0400000US06,"6",California,Whittier
CA,Moreno Valley,"649270","193,365","9.5","( 9.4,  9.5)","9.3","( 9.2,  9.4)","41.1","(40.9, 41.2)","40.5","(40.3, 40.6)","(33.92443141120, -117.204501895)",0400000US06,"6",California,Whittier
CA,Mountain View,"649670","74,066","7.5","( 7.4,  7.6)","7.5","( 7.4,  7.6)","30.2","(29.9, 30.5)","29.5","(29.2, 29.7)","(37.39992523790, -122.079544343)",0400000US06,"6",California,Whittier
CA,Murrieta,"650076","103,466","8.7","( 8.6,  8.8)","8.7","( 8.5,  8.8)","37.3","(36.9, 37.6)","37","(36.6, 37.3)","(33.57197433560, -117.190921143)",0400000US06,"6",California,Whittier
CA,Napa,"650258","76,915","9.2","( 9.1,  9.3)","9.2","( 9.0,  9.3)","32.7","(32.4, 33.1)","33","(32.7, 33.3)","(38.29804246490, -122.301093331)",0400000US06,"6",California,Whittier
CA,Newport Beach,"651182","85,186","7.9","( 7.8,  8.0)","8","( 7.9,  8.1)","27.5","(27.1, 27.8)","28.2","(27.8, 28.6)","(33.61501036070, -117.867364631)",0400000US06,"6",California,Whittier
CA,Norwalk,"652526","105,549","8.5","( 8.4,  8.6)","8.4","( 8.3,  8.5)","36.9","(36.7, 37.2)","36.8","(36.6, 37.1)","(33.90688082280, -118.082915204)",0400000US06,"6",California,Whittier
CA,Oakland,"653000","390,724","9.7","( 9.7,  9.8)","9.7","( 9.6,  9.7)","37.3","(37.2, 37.4)","37","(36.9, 37.1)","(37.79087803500, -122.214859257)",0400000US06,"6",California,Whittier
CA,Oceanside,"653322","167,086","8.9","( 8.8,  9.0)","8.9","( 8.8,  9.0)","33.4","(33.2, 33.6)","33.7","(33.5, 34.0)","(33.22474574740, -117.308200285)",0400000US06,"6",California,Whittier
CA,Ontario,"653896","163,924","8.8","( 8.7,  8.9)","8.7","( 8.6,  8.8)","39.1","(38.9, 39.3)","38.5","(38.3, 38.7)","(34.03926494640, -117.606427103)",0400000US06,"6",California,Whittier
CA,Orange,"653980","136,416","8.4","( 8.3,  8.5)","8.3","( 8.2,  8.4)","32","(31.7, 32.2)","31.9","(31.7, 32.2)","(33.80464195670, -117.823185500)",0400000US06,"6",California,Whittier
CA,Oxnard,"654652","197,899","9","( 8.9,  9.1)","8.9","( 8.8,  9.0)","37","(36.7, 37.2)","36.7","(36.5, 36.9)","(34.19592377310, -119.181876570)",0400000US06,"6",California,Whittier
CA,Palmdale,"655156","152,750","9.9","( 9.8, 10.1)","9.8","( 9.7,  9.9)","38.6","(38.4, 38.8)","38","(37.8, 38.2)","(34.59448998030, -118.105772328)",0400000US06,"6",California,Whittier
CA,Pasadena,"656000","137,122","8.5","( 8.4,  8.6)","8.5","( 8.4,  8.6)","34.5","(34.3, 34.7)","34.5","(34.3, 34.7)","(34.15976348060, -118.138921644)",0400000US06,"6",California,Whittier
CA,Perris,"656700","68,386","9.3","( 9.1,  9.6)","9.2","( 9.0,  9.4)","41.6","(41.1, 42.0)","40.8","(40.4, 41.1)","(33.78973460940, -117.223291831)",0400000US06,"6",California,Whittier
CA,Pleasanton,"657792","70,285","8.1","( 8.0,  8.2)","8","( 7.9,  8.1)","31.5","(31.1, 31.9)","31.1","(30.7, 31.4)","(37.66560921710, -121.880775002)",0400000US06,"6",California,Whittier
CA,Pomona,"658072","149,058","9.1","( 9.0,  9.2)","9","( 8.9,  9.1)","37.9","(37.7, 38.1)","37.7","(37.4, 37.9)","(34.05850263660, -117.762551658)",0400000US06,"6",California,Whittier
CA,Rancho Cucamonga,"659451","165,269","8.5","( 8.4,  8.6)","8.4","( 8.3,  8.4)","36.9","(36.7, 37.2)","36.3","(36.0, 36.5)","(34.12458955550, -117.566175870)",0400000US06,"6",California,Whittier
CA,Redding,"659920","89,861","10","( 9.9, 10.1)","10","( 9.9, 10.1)","31.6","(31.3, 31.9)","32.5","(32.1, 32.7)","(40.56975912710, -122.365026322)",0400000US06,"6",California,Whittier
